"order_date","order_time","order_number","order_line_number","customer_name","product_name","store","promotion","order_quantity","unit_price","unit_cost","unit_discount","sales_amount"
2021-09-30,17:21:38,SO20210930/S13-15,3,Linh Đỗ Nhật,Máy đánh trứng,KPIM Mart Đức Giang,Không giảm giá,1,711000.0,452480.0,0.0,711000.00
2021-09-30,18:26:54,SO20210930/S16-17,2,Thư Phạm Minh,Tương cà,KPIM Mart Ô Chợ Dừa,Không giảm giá,9,27000.0,13500.0,0.0,243000.00
2021-09-30,09:32:19,SO20210930/S23-5,2,Mai Trần Phùng Xuân,Gia vị dạng bột khác,KPIM Mart Dịch Vọng,Không giảm giá,1,125000.0,77700.0,0.0,125000.00
2021-09-30,09:32:19,SO20210930/S23-5,3,Mai Trần Phùng Xuân,Nồi đất,KPIM Mart Dịch Vọng,Không giảm giá,1,190000.0,95000.0,0.0,190000.00
2021-09-30,09:32:19,SO20210930/S23-5,4,Mai Trần Phùng Xuân,"Kẹp gắp, khui hộp",KPIM Mart Dịch Vọng,Không giảm giá,4,80000.0,47278.0,0.0,320000.00
2021-09-30,18:49:06,SO20210930/S8-29,1,Huyền Phan Thanh,Dao thái,KPIM Mart Phan Chu Trinh,Không giảm giá,1,80000.0,47278.0,0.0,80000.00
2021-09-30,11:59:12,SO20210930/S15-10,2,Quân Đặng Minh,Bình đun siêu tốc,KPIM Mart Tây Sơn,Không giảm giá,1,215000.0,107500.0,0.0,215000.00
2021-09-30,14:19:23,SO20210930/S15-13,1,Đức Nguyễn Hưng,"Thau, rổ",KPIM Mart Tây Sơn,Không giảm giá,7,275000.0,137500.0,0.0,1925000.00
2021-09-30,10:42:00,SO20210930/S18-5,2,Anh Nguyễn Hoàng,Tiêu xay,KPIM Mart Vũ Tông Phan,Không giảm giá,4,13800.0,5161.0,0.0,55200.00
2021-09-30,11:08:01,SO20210930/S18-6,1,Bảo Nguyễn Gia,Nồi inox,KPIM Mart Vũ Tông Phan,Giảm giá mua trên 35 sản phẩm,41,720000.0,458208.0,108000.0,25092000.00
2021-09-30,11:08:01,SO20210930/S18-6,2,Bảo Nguyễn Gia,Miến khác,KPIM Mart Vũ Tông Phan,Giảm giá mua trên 15 sản phẩm,19,363000.0,225641.0,18150.0,6552150.00
2021-09-30,15:12:02,SO20210930/S18-10,4,Linh Lê Thị Phương,Cháo ly,KPIM Mart Vũ Tông Phan,Không giảm giá,2,12500.0,6250.0,0.0,25000.00
2021-09-30,19:37:53,SO20210930/S18-21,1,Việt Đỗ Trọng,Bếp gas mini,KPIM Mart Vũ Tông Phan,Không giảm giá,2,360000.0,223776.0,0.0,720000.00
2021-09-30,20:56:04,SO20210930/S13-30,3,Đức Nguyễn Tiến,Sữa tươi,KPIM Mart Đức Giang,Không giảm giá,10,320000.0,193723.0,0.0,3200000.00
2021-09-30,06:28:39,SO20210930/S16-1,3,Thành Đào Thế,Khăn giấy hộp,KPIM Mart Ô Chợ Dừa,Không giảm giá,1,11500.0,5750.0,0.0,11500.00
2021-09-30,17:49:45,SO20210930/S16-15,1,Anh Nguyễn Bá Quốc,Muối hồng Himalaya,KPIM Mart Ô Chợ Dừa,Giảm giá mua trên 35 sản phẩm,41,17500.0,8750.0,2625.0,609875.00
2021-09-30,17:49:45,SO20210930/S16-15,2,Anh Nguyễn Bá Quốc,Khăn giấy bỏ túi,KPIM Mart Ô Chợ Dừa,Không giảm giá,2,12500.0,6250.0,0.0,25000.00
2021-09-30,20:45:32,SO20210930/S16-23,2,Hoàng Nguyễn Sỹ,Bếp gas âm,KPIM Mart Ô Chợ Dừa,Không giảm giá,1,3190000.0,1935692.0,0.0,3190000.00
2021-09-30,08:20:35,SO20210930/S23-3,1,Nam Lê Phạm Hải,Bún mắm,KPIM Mart Dịch Vọng,Không giảm giá,1,215000.0,107500.0,0.0,215000.00
2021-09-30,14:49:39,SO20210930/S23-12,1,Quân Nguyễn Đoàn Minh,Cafe đen lon,KPIM Mart Dịch Vọng,Không giảm giá,7,360000.0,196390.0,0.0,2520000.00
2021-09-30,16:37:12,SO20210930/S23-15,1,Anh Vũ Thị Phương,Lò vi sóng,KPIM Mart Dịch Vọng,Không giảm giá,1,1350000.0,759240.0,0.0,1350000.00
2021-09-30,16:37:12,SO20210930/S23-15,2,Anh Vũ Thị Phương,Cafe đen lon,KPIM Mart Dịch Vọng,Không giảm giá,2,360000.0,196390.0,0.0,720000.00
2021-09-30,16:20:38,SO20210930/S26-9,2,Hà Nguyễn Hải,Bún mắm,KPIM Mart Bạch Đằng,Không giảm giá,1,215000.0,107500.0,0.0,215000.00
2021-09-30,18:04:46,SO20210930/S8-27,3,Kiệt Nguyễn Tuấn,Bánh trứng,KPIM Mart Phan Chu Trinh,Không giảm giá,4,41000.0,20500.0,0.0,164000.00
2021-09-30,11:59:12,SO20210930/S15-10,1,Quân Đặng Minh,Khăn giấy hộp,KPIM Mart Tây Sơn,Giảm giá mua trên 25 sản phẩm,28,11500.0,5750.0,1150.0,289800.00
2021-09-30,12:05:28,SO20210930/S15-11,1,Anh Bùi Thị Quỳnh,Bún mắm,KPIM Mart Tây Sơn,Giảm giá mua trên 15 sản phẩm,23,215000.0,107500.0,10750.0,4697750.00
2021-09-30,07:51:22,SO20210930/S18-2,1,Ngọc Trần Trí Bảo,Lò vi sóng,KPIM Mart Vũ Tông Phan,Không giảm giá,1,1350000.0,759240.0,0.0,1350000.00
2021-09-30,10:42:00,SO20210930/S18-5,1,Anh Nguyễn Hoàng,Hạt Hỗn Hợp Ngũ Cốc Walkabout Mix,KPIM Mart Vũ Tông Phan,Không giảm giá,3,119000.0,73970.0,0.0,357000.00
2021-09-30,11:08:01,SO20210930/S18-6,4,Bảo Nguyễn Gia,Cafe đen lon,KPIM Mart Vũ Tông Phan,Không giảm giá,4,360000.0,196390.0,0.0,1440000.00
2021-09-30,15:12:02,SO20210930/S18-10,1,Linh Lê Thị Phương,Sữa tươi,KPIM Mart Vũ Tông Phan,Không giảm giá,1,320000.0,193723.0,0.0,320000.00
2021-09-30,15:12:02,SO20210930/S18-10,2,Linh Lê Thị Phương,Cafe đen lon,KPIM Mart Vũ Tông Phan,Không giảm giá,5,360000.0,196390.0,0.0,1800000.00
2021-09-30,15:12:02,SO20210930/S18-10,3,Linh Lê Thị Phương,"Cháo Yến Mạch, Mật Ong, Vani Và Hạt Chia",KPIM Mart Vũ Tông Phan,Không giảm giá,1,158000.0,98213.0,0.0,158000.00
2021-09-30,18:28:05,SO20210930/S18-17,2,Luân Lý Trung,Cafe đen lon,KPIM Mart Vũ Tông Phan,Giảm giá mua trên 25 sản phẩm,26,360000.0,196390.0,36000.0,8424000.00
2021-09-30,07:28:55,SO20210930/S21-1,1,An Lê Minh Thúy,"Cháo Yến Mạch, Mật Ong, Vani Và Hạt Chia",KPIM Mart Nguyễn Khang,Không giảm giá,3,158000.0,98213.0,0.0,474000.00
2021-09-30,19:40:39,SO20210930/S26-18,2,Anh Nguyễn Thị Thảo,Cafe đen lon,KPIM Mart Bạch Đằng,Không giảm giá,1,360000.0,196390.0,0.0,360000.00
2021-09-30,19:55:18,SO20210930/S26-20,1,Quang Trần Minh,Cafe đen lon,KPIM Mart Bạch Đằng,Không giảm giá,5,360000.0,196390.0,0.0,1800000.00
2021-09-30,19:55:18,SO20210930/S26-20,2,Quang Trần Minh,Cafe đen lon,KPIM Mart Bạch Đằng,Không giảm giá,1,360000.0,196390.0,0.0,360000.00
2021-09-30,16:07:37,SO20210930/S29-13,1,Thành Dương Trung,Mắm ruốc,KPIM Mart Hàng Trống,Không giảm giá,3,81000.0,47869.0,0.0,243000.00
2021-09-30,18:37:18,SO20210930/S29-19,4,Mỹ Trần Hoàng,Bếp gas đôi,KPIM Mart Hàng Trống,Không giảm giá,6,470000.0,292152.0,0.0,2820000.00
2021-09-30,18:37:18,SO20210930/S29-19,5,Mỹ Trần Hoàng,Hạt Hỗn Hợp Ngũ Cốc Walkabout Mix,KPIM Mart Hàng Trống,Không giảm giá,3,119000.0,73970.0,0.0,357000.00
2021-09-30,18:37:18,SO20210930/S29-19,6,Mỹ Trần Hoàng,Bún mắm,KPIM Mart Hàng Trống,Không giảm giá,4,215000.0,107500.0,0.0,860000.00
2021-10-01,11:15:44,SO20211001/S1-18,1,Linh Lê Thị Thùy,Cafe đen lon,KPIM Mart Dốc Chợ Thành Công,Không giảm giá,3,360000.0,196390.0,0.0,1080000.00
2021-10-01,12:06:47,SO20211001/S1-22,2,Thịnh Phan Văn,Cafe đen lon,KPIM Mart Dốc Chợ Thành Công,Không giảm giá,5,360000.0,196390.0,0.0,1800000.00
2021-10-01,14:26:30,SO20211001/S1-30,1,Duyên Phạm Hoàng Phương,Khăn giấy hộp,KPIM Mart Dốc Chợ Thành Công,Không giảm giá,1,11500.0,5750.0,0.0,11500.00
2021-10-01,15:36:59,SO20211001/S1-33,1,Ngân Bùi Thu,Cafe đen lon,KPIM Mart Dốc Chợ Thành Công,Không giảm giá,4,360000.0,196390.0,0.0,1440000.00
2021-10-01,15:44:33,SO20211001/S1-34,2,Linh Dương Lâm Khánh,"Cháo Yến Mạch, Mật Ong, Vani Và Hạt Chia",KPIM Mart Dốc Chợ Thành Công,Không giảm giá,2,158000.0,98213.0,0.0,316000.00
2021-10-01,15:44:33,SO20211001/S1-34,3,Linh Dương Lâm Khánh,Bún mắm,KPIM Mart Dốc Chợ Thành Công,Giảm giá mua trên 25 sản phẩm,29,215000.0,107500.0,21500.0,5611500.00
2021-10-01,17:32:16,SO20211001/S1-46,1,Thành Nguyễn Bá,Cafe đen lon,KPIM Mart Dốc Chợ Thành Công,Giảm giá mua trên 35 sản phẩm,44,360000.0,196390.0,54000.0,13464000.00
2021-10-01,17:56:11,SO20211001/S1-49,1,Oanh Bùi Thị Kim,Bánh trứng,KPIM Mart Dốc Chợ Thành Công,Giảm giá mua trên 35 sản phẩm,43,41000.0,20500.0,6150.0,1498550.00
2021-10-17,18:49:11,SO20211017/S23-32,2,Tài Võ Văn,"Cháo Yến Mạch, Mật Ong, Vani Và Hạt Chia",KPIM Mart Dịch Vọng,Không giảm giá,1,158000.0,98213.0,0.0,158000.00
2021-10-17,18:49:11,SO20211017/S23-32,3,Tài Võ Văn,Khăn giấy hộp,KPIM Mart Dịch Vọng,Không giảm giá,3,11500.0,5750.0,0.0,34500.00
2021-10-17,18:49:41,SO20211017/S23-33,1,Mạnh Trần Tiến,Nồi cơm điện tử,KPIM Mart Dịch Vọng,Không giảm giá,1,1190000.0,669256.0,0.0,1190000.00
2021-10-17,17:42:43,SO20211017/S26-25,3,Huy Nguyễn Văn,Lò vi sóng,KPIM Mart Bạch Đằng,Không giảm giá,1,1350000.0,759240.0,0.0,1350000.00
2021-10-17,18:47:37,SO20211017/S26-28,1,Thy Lê Hồ Minh,Khăn giấy hộp,KPIM Mart Bạch Đằng,Giảm giá mua trên 15 sản phẩm,15,11500.0,5750.0,575.0,163875.00
2021-10-17,20:33:44,SO20211017/S26-35,1,Vy Bùi Hà,"Cháo Yến Mạch, Mật Ong, Vani Và Hạt Chia",KPIM Mart Bạch Đằng,Không giảm giá,1,158000.0,98213.0,0.0,158000.00
2021-10-17,10:25:25,SO20211017/S29-4,2,Việt Vũ Hoàng,Bún mắm,KPIM Mart Hàng Trống,Không giảm giá,4,215000.0,107500.0,0.0,860000.00
2021-10-17,19:56:43,SO20211017/S29-33,1,Hiếu Lê Hữu,Bún mắm,KPIM Mart Hàng Trống,Không giảm giá,3,215000.0,107500.0,0.0,645000.00
2021-10-17,21:31:11,SO20211017/S29-36,2,Đạo Nguyễn Tiến,Khăn giấy hộp,KPIM Mart Hàng Trống,Không giảm giá,4,11500.0,5750.0,0.0,46000.00
2021-10-18,10:18:08,SO20211018/S7-7,1,Linh Tạ Thị Diệu,Cafe đen lon,KPIM Mart Phố Huế,Giảm giá mua trên 25 sản phẩm,32,360000.0,196390.0,36000.0,10368000.00
2021-10-18,11:57:42,SO20211018/S7-9,1,Chi Hoàng Linh,Hạt Hỗn Hợp Ngũ Cốc Walkabout Mix,KPIM Mart Phố Huế,Giảm giá mua trên 25 sản phẩm,27,119000.0,73970.0,11900.0,2891700.00
2021-09-30,19:08:35,SO20210930/S21-24,3,Đăng Trần Đồng Hải,Cá nục hộp,KPIM Mart Nguyễn Khang,Không giảm giá,3,21000.0,16170.0,0.0,63000.00
2021-10-01,11:04:18,SO20211001/S6-6,1,Khoa Nguyễn Anh,Khăn giấy hộp,KPIM Mart UDIC Riverside 1,Không giảm giá,3,11500.0,5750.0,0.0,34500.00
2021-10-01,11:32:19,SO20211001/S6-11,1,Linh Lý Lê Khánh,Cafe đen lon,KPIM Mart UDIC Riverside 1,Không giảm giá,2,360000.0,196390.0,0.0,720000.00
2021-10-01,12:38:11,SO20211001/S6-16,2,Minh Ngô Tuấn,Cafe đen lon,KPIM Mart UDIC Riverside 1,Không giảm giá,1,360000.0,196390.0,0.0,360000.00
2021-10-01,12:38:11,SO20211001/S6-16,4,Minh Ngô Tuấn,"Cháo Yến Mạch, Mật Ong, Vani Và Hạt Chia",KPIM Mart UDIC Riverside 1,Không giảm giá,1,158000.0,98213.0,0.0,158000.00
2021-10-01,16:45:48,SO20211001/S6-24,1,Trang Nguyễn Thuỳ,Cafe đen lon,KPIM Mart UDIC Riverside 1,Không giảm giá,1,360000.0,196390.0,0.0,360000.00
2021-10-01,17:56:24,SO20211001/S6-36,1,Ngân Nguyễn Thị Kim,Khô chà bông,KPIM Mart UDIC Riverside 1,Giảm giá mua trên 25 sản phẩm,32,44100.0,22050.0,4410.0,1270080.00
2021-10-01,18:06:10,SO20211001/S6-38,1,Vi Đỗ Thuỳ Thảo,Giò Bò Ngon,KPIM Mart UDIC Riverside 1,Không giảm giá,2,295000.0,178588.0,0.0,590000.00
2021-10-01,19:26:29,SO20211001/S6-42,4,An Nguyễn Thùy,Khăn giấy bỏ túi,KPIM Mart UDIC Riverside 1,Không giảm giá,4,12500.0,6250.0,0.0,50000.00
2021-10-01,20:57:42,SO20211001/S6-48,4,Uyên Đinh Khánh,Khăn giấy bỏ túi,KPIM Mart UDIC Riverside 1,Không giảm giá,1,12500.0,6250.0,0.0,12500.00
2021-10-01,20:57:42,SO20211001/S6-48,6,Uyên Đinh Khánh,Cafe đen lon,KPIM Mart UDIC Riverside 1,Không giảm giá,3,360000.0,196390.0,0.0,1080000.00
2021-10-01,21:36:41,SO20211001/S6-50,3,Giang Đinh Trường,Khăn giấy hộp,KPIM Mart UDIC Riverside 1,Không giảm giá,4,11500.0,5750.0,0.0,46000.00
2021-10-01,09:10:20,SO20211001/S12-6,2,Triết Lê Hoàng Minh,Bún mắm,KPIM Mart Thạch Bàn,Không giảm giá,1,215000.0,107500.0,0.0,215000.00
2021-10-01,11:43:59,SO20211001/S12-10,2,Tú Đỗ Phạm Tuấn,Khăn giấy hộp,KPIM Mart Thạch Bàn,Không giảm giá,3,11500.0,5750.0,0.0,34500.00
2021-10-01,11:44:44,SO20211001/S12-11,1,Nguyên Nguyễn Trọng,Bún mắm,KPIM Mart Thạch Bàn,Giảm giá mua trên 15 sản phẩm,23,215000.0,107500.0,10750.0,4697750.00
2021-07-02,20:57:59,SO20210702/S18-30,2,Chi Đinh Hà,Bắp Hạt Đông Lạnh,KPIM Mart Vũ Tông Phan,Không giảm giá,2,12000.0,6000.0,0.0,24000.00
2021-07-02,10:28:19,SO20210702/S21-9,2,Nhung Trần Hồng,Hạt Hỗn Hợp Ngũ Cốc Walkabout Mix,KPIM Mart Nguyễn Khang,Không giảm giá,2,119000.0,73970.0,0.0,238000.00
2021-07-02,10:28:19,SO20210702/S21-9,3,Nhung Trần Hồng,Bếp gas âm,KPIM Mart Nguyễn Khang,Không giảm giá,5,3190000.0,1935692.0,0.0,15950000.00
2021-07-02,11:47:59,SO20210702/S21-16,2,Anh Lê Đức,Nồi cơm điện tử,KPIM Mart Nguyễn Khang,Không giảm giá,1,1190000.0,669256.0,0.0,1190000.00
2021-07-02,17:32:50,SO20210702/S21-28,1,Trà Bùi Hương,Khăn giấy bỏ túi,KPIM Mart Nguyễn Khang,Không giảm giá,7,12500.0,6250.0,0.0,87500.00
2021-07-02,17:32:50,SO20210702/S21-28,3,Trà Bùi Hương,Lò vi sóng,KPIM Mart Nguyễn Khang,Giảm giá mua trên 25 sản phẩm,40,1350000.0,759240.0,135000.0,48600000.00
2021-07-02,07:20:12,SO20210702/S24-1,4,Huy Trần Nhật,Lò vi sóng,KPIM Mart Nghĩa Đô,Không giảm giá,2,1350000.0,759240.0,0.0,2700000.00
2021-07-02,13:53:58,SO20210702/S24-12,2,Hạnh Dương Thị Bích,Nước chấm,KPIM Mart Nghĩa Đô,Giảm giá mua trên 25 sản phẩm,36,160000.0,96861.0,16000.0,5184000.00
2021-07-02,18:08:48,SO20210702/S24-24,1,Đức Nguyễn Văn,Hạt Hỗn Hợp Ngũ Cốc Walkabout Mix,KPIM Mart Nghĩa Đô,Giảm giá mua trên 35 sản phẩm,48,119000.0,73970.0,17850.0,4855200.00
2021-07-02,18:08:48,SO20210702/S24-24,2,Đức Nguyễn Văn,Bún mắm,KPIM Mart Nghĩa Đô,Không giảm giá,9,215000.0,107500.0,0.0,1935000.00
2021-07-02,20:08:47,SO20210702/S24-33,2,Anh Ngô Phương,Bún mắm,KPIM Mart Nghĩa Đô,Không giảm giá,4,215000.0,107500.0,0.0,860000.00
2021-10-18,18:43:35,SO20211018/S7-21,1,Minh Nguyễn Văn,Bếp gas âm,KPIM Mart Phố Huế,Không giảm giá,5,3190000.0,1935692.0,0.0,15950000.00
2021-10-18,07:54:02,SO20211018/S13-2,4,Phúc Lê Hoàng,Khăn giấy hộp,KPIM Mart Đức Giang,Không giảm giá,3,11500.0,5750.0,0.0,34500.00
2021-10-18,15:12:44,SO20211018/S13-5,1,Thư Thạch Anh,Bún mắm,KPIM Mart Đức Giang,Không giảm giá,4,215000.0,107500.0,0.0,860000.00
2021-10-18,15:40:09,SO20211018/S16-6,1,Hiền Đồng Thị Thanh,Cafe đen lon,KPIM Mart Ô Chợ Dừa,Giảm giá mua trên 15 sản phẩm,18,360000.0,196390.0,18000.0,6156000.00
2021-10-18,15:40:09,SO20211018/S16-6,2,Hiền Đồng Thị Thanh,Thịt Càng Cua Biển Đông Lạnh,KPIM Mart Ô Chợ Dừa,Không giảm giá,3,550000.0,341880.0,0.0,1650000.00
2021-10-18,16:17:03,SO20211018/S16-10,1,Phát Huỳnh Đức,Thịt Càng Cua Biển Đông Lạnh,KPIM Mart Ô Chợ Dừa,Giảm giá mua trên 15 sản phẩm,16,550000.0,341880.0,27500.0,8360000.00
2021-10-18,17:01:28,SO20211018/S23-13,1,Quân Nguyễn Xuân,Bún mắm,KPIM Mart Dịch Vọng,Giảm giá mua trên 25 sản phẩm,27,215000.0,107500.0,21500.0,5224500.00
2021-10-18,17:23:38,SO20211018/S23-15,1,Bảo Nguyễn Hữu,Nước chấm,KPIM Mart Dịch Vọng,Không giảm giá,2,160000.0,96861.0,0.0,320000.00
2021-10-18,17:55:40,SO20211018/S23-16,1,Phúc Nguyễn Xuân,Cá nục hộp,KPIM Mart Dịch Vọng,Không giảm giá,7,21000.0,16170.0,0.0,147000.00
2021-10-18,10:03:17,SO20211018/S26-7,2,An Nguyễn Thị Thu,Khăn giấy hộp,KPIM Mart Bạch Đằng,Không giảm giá,5,11500.0,5750.0,0.0,57500.00
2021-10-18,13:13:39,SO20211018/S26-12,2,Uyên Nguyễn Phương,Hủ tiếu bò kho,KPIM Mart Bạch Đằng,Giảm giá mua trên 25 sản phẩm,38,206000.0,103000.0,20600.0,7045200.00
2021-10-18,17:51:30,SO20211018/S26-17,1,Long Đỗ Hải,Thịt Càng Cua Biển Đông Lạnh,KPIM Mart Bạch Đằng,Không giảm giá,4,550000.0,341880.0,0.0,2200000.00
2021-10-01,18:49:58,SO20211001/S1-59,5,Minh Nguyễn Đình,Sữa tươi,KPIM Mart Dốc Chợ Thành Công,Không giảm giá,2,320000.0,193723.0,0.0,640000.00
2021-10-01,19:40:33,SO20211001/S1-67,1,Vinh Bùi Thế,SữA Chua NếP CẩM 100G,KPIM Mart Dốc Chợ Thành Công,Không giảm giá,4,36000.0,18000.0,0.0,144000.00
2021-10-01,06:31:44,SO20211001/S11-2,3,Khánh Võ Ngọc Bảo,Bún mắm,KPIM Mart Việt Hưng,Không giảm giá,4,215000.0,107500.0,0.0,860000.00
2021-10-01,06:31:44,SO20211001/S11-2,4,Khánh Võ Ngọc Bảo,Cafe đen lon,KPIM Mart Việt Hưng,Không giảm giá,2,360000.0,196390.0,0.0,720000.00
2021-10-01,08:55:36,SO20211001/S11-7,1,Khôi Đồng Nguyên,Thịt Càng Cua Biển Đông Lạnh,KPIM Mart Việt Hưng,Không giảm giá,1,550000.0,341880.0,0.0,550000.00
2021-10-01,11:39:46,SO20211001/S11-9,3,Quang Nguyễn Văn,Cá nục hộp,KPIM Mart Việt Hưng,Không giảm giá,4,21000.0,16170.0,0.0,84000.00
2021-10-01,17:22:28,SO20211001/S11-25,3,Linh Nguyễn Vũ Bảo,Cafe đen lon,KPIM Mart Việt Hưng,Không giảm giá,4,360000.0,196390.0,0.0,1440000.00
2021-10-01,17:36:35,SO20211001/S11-26,3,Phú Trịnh Hữu,SữA Chua NếP CẩM 100G,KPIM Mart Việt Hưng,Không giảm giá,1,36000.0,18000.0,0.0,36000.00
2021-10-01,18:42:32,SO20211001/S11-32,2,Đạt Hoàng Văn,Trà khô,KPIM Mart Việt Hưng,Giảm giá mua trên 25 sản phẩm,31,44000.0,22000.0,4400.0,1227600.00
2021-10-01,18:49:55,SO20211001/S11-33,2,Khánh Nguyễn Ngọc,Khăn giấy hộp,KPIM Mart Việt Hưng,Không giảm giá,1,11500.0,5750.0,0.0,11500.00
2021-10-01,07:12:06,SO20211001/S14-3,1,Dũng Lê Tiến,Khăn giấy hộp,KPIM Mart Hồ Đắc Di,Giảm giá mua trên 25 sản phẩm,38,11500.0,5750.0,1150.0,393300.00
2021-10-01,12:22:21,SO20211001/S14-13,1,Vy Võ Ngọc Thúy,Cafe đen lon,KPIM Mart Hồ Đắc Di,Giảm giá mua trên 15 sản phẩm,18,360000.0,196390.0,18000.0,6156000.00
2021-09-30,14:49:39,SO20210930/S23-12,4,Quân Nguyễn Đoàn Minh,"Kẹp gắp, khui hộp",KPIM Mart Dịch Vọng,Không giảm giá,1,80000.0,47278.0,0.0,80000.00
2021-09-30,17:17:19,SO20210930/S23-18,2,Uyên Lưu Nguyễn Hoàng,Cafe sữa lon  ,KPIM Mart Dịch Vọng,Giảm giá mua trên 25 sản phẩm,28,270000.0,135000.0,27000.0,6804000.00
2021-09-30,16:20:38,SO20210930/S26-9,1,Hà Nguyễn Hải,Bia,KPIM Mart Bạch Đằng,Không giảm giá,5,280000.0,140000.0,0.0,1400000.00
2021-09-30,17:11:52,SO20210930/S26-11,1,Linh Nguyễn Hương,"Kẹp gắp, khui hộp",KPIM Mart Bạch Đằng,Giảm giá mua trên 15 sản phẩm,18,80000.0,47278.0,4000.0,1368000.00
2021-09-30,19:40:39,SO20210930/S26-18,1,Anh Nguyễn Thị Thảo,Trà hòa tan,KPIM Mart Bạch Đằng,Không giảm giá,3,72000.0,36000.0,0.0,216000.00
2021-10-17,17:10:42,SO20211017/S20-18,1,Trọng Trần Đức,Bếp từ hồng ngoại,KPIM Mart CT1 Vimeco Nguyễn Chánh,Không giảm giá,1,3250000.0,1972100.0,0.0,3250000.00
2021-10-17,17:17:18,SO20211017/S20-19,2,Hạnh Phạm Minh,Nồi đất,KPIM Mart CT1 Vimeco Nguyễn Chánh,Không giảm giá,7,190000.0,95000.0,0.0,1330000.00
2021-10-17,18:49:11,SO20211017/S20-30,1,Kiên Quách Huy,"Kẹp gắp, khui hộp",KPIM Mart CT1 Vimeco Nguyễn Chánh,Không giảm giá,3,80000.0,47278.0,0.0,240000.00
2021-10-17,18:49:11,SO20211017/S20-30,2,Kiên Quách Huy,Cafe phin nguyên hạt,KPIM Mart CT1 Vimeco Nguyễn Chánh,Giảm giá mua trên 25 sản phẩm,40,276000.0,138000.0,27600.0,9936000.00
2021-10-17,17:04:55,SO20211017/S23-21,3,Khánh Nguyễn Phạm Minh,Mì khoai tây,KPIM Mart Dịch Vọng,Giảm giá mua trên 35 sản phẩm,58,4200.0,2100.0,630.0,207060.00
2021-10-17,20:28:59,SO20211017/S23-39,1,Anh Tạ Phương,Mì cay,KPIM Mart Dịch Vọng,Không giảm giá,1,5500.0,4235.0,0.0,5500.00
2021-10-17,20:28:59,SO20211017/S23-39,2,Anh Tạ Phương,"Kẹp gắp, khui hộp",KPIM Mart Dịch Vọng,Không giảm giá,3,80000.0,47278.0,0.0,240000.00
2021-10-17,20:28:59,SO20211017/S23-39,3,Anh Tạ Phương,Bếp từ đôi,KPIM Mart Dịch Vọng,Không giảm giá,2,3250000.0,1753885.0,0.0,6500000.00
2021-10-17,07:58:54,SO20211017/S26-5,1,Anh Hà Mai,Máy ép trái cây,KPIM Mart Bạch Đằng,Không giảm giá,3,1500000.0,843600.0,0.0,4500000.00
2021-10-17,14:25:37,SO20211017/S26-16,2,Nam Hoàng Thế,Nồi cơm nấu chậm,KPIM Mart Bạch Đằng,Không giảm giá,3,1500000.0,843600.0,0.0,4500000.00
2021-10-17,14:25:37,SO20211017/S26-16,3,Nam Hoàng Thế,Cafe đen hòa tan,KPIM Mart Bạch Đằng,Giảm giá mua trên 25 sản phẩm,31,202000.0,101000.0,20200.0,5635800.00
2021-10-17,19:46:18,SO20211017/S26-32,2,Bảo Phùng Gia,Nồi cơm nấu chậm,KPIM Mart Bạch Đằng,Giảm giá mua trên 25 sản phẩm,26,1500000.0,843600.0,150000.0,35100000.00
2021-10-17,20:33:44,SO20211017/S26-35,2,Vy Bùi Hà,Gia vị dạng bột khác,KPIM Mart Bạch Đằng,Không giảm giá,2,125000.0,77700.0,0.0,250000.00
2021-10-17,20:33:44,SO20211017/S26-35,3,Vy Bùi Hà,Bánh đa cua,KPIM Mart Bạch Đằng,Không giảm giá,1,303000.0,183431.0,0.0,303000.00
2021-10-17,10:25:25,SO20211017/S29-4,1,Việt Vũ Hoàng,Bếp từ hồng ngoại,KPIM Mart Hàng Trống,Không giảm giá,3,3250000.0,1972100.0,0.0,9750000.00
2021-10-17,10:25:25,SO20211017/S29-4,3,Việt Vũ Hoàng,Bình đựng nước thủy tinh,KPIM Mart Hàng Trống,Không giảm giá,8,120000.0,74592.0,0.0,960000.00
2021-09-30,19:03:08,SO20210930/S18-20,1,Đức Nguyễn Minh,Mì khoai tây,KPIM Mart Vũ Tông Phan,Giảm giá mua trên 15 sản phẩm,20,4200.0,2100.0,210.0,79800.00
2021-09-30,20:46:08,SO20210930/S18-24,1,Sơn Nguyễn Minh,"Kẹp gắp, khui hộp",KPIM Mart Vũ Tông Phan,Giảm giá mua trên 15 sản phẩm,15,80000.0,47278.0,4000.0,1140000.00
2021-09-30,09:37:06,SO20210930/S21-4,1,Thảo Đoàn Phạm Phương,Máy ép trái cây,KPIM Mart Nguyễn Khang,Giảm giá mua trên 25 sản phẩm,27,1500000.0,843600.0,150000.0,36450000.00
2021-09-30,18:53:45,SO20210930/S21-23,1,Nhi Trần Hoàng Yến,Nồi cơm nấu chậm,KPIM Mart Nguyễn Khang,Không giảm giá,1,1500000.0,843600.0,0.0,1500000.00
2021-09-30,20:50:08,SO20210930/S21-27,1,Huy Vũ Gia,Máy ép trái cây,KPIM Mart Nguyễn Khang,Giảm giá mua trên 15 sản phẩm,17,1500000.0,843600.0,75000.0,24225000.00
2021-10-01,12:38:11,SO20211001/S6-16,3,Minh Ngô Tuấn,Máy ép trái cây,KPIM Mart UDIC Riverside 1,Không giảm giá,3,1500000.0,843600.0,0.0,4500000.00
